MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0.274,33,7.36,3.09,796.0,2.98,41.4956,-117.1507,1.999
0.325,19,5.28,2.87,453.0,2.57,33.8462,-120.8938,1.539
0.316,49,5.84,3.02,1941.0,3.52,32.8172,-115.3058,1.257
0.359,35,5.56,2.45,4712.0,3.45,37.8543,-118.9,1.173
0.216,23,7.23,3.42,1006.0,3.91,33.5797,-116.4589,1.691
0.304,36,3.39,1.59,413.0,3.06,32.7737,-122.7462,0.805
0.344,33,5.88,2.55,4803.0,0.93,38.8444,-121.9586,1.541
0.397,32,4.77,2.46,1150.0,2.7,39.5134,-115.6992,1.618
0.224,29,3.14,1.58,1908.0,4.1,35.2829,-120.35,0.615
0.263,47,5.14,2.61,3944.0,2.77,37.5683,-118.9578,0.933
0.115,16,7.35,3.62,670.0,1.66,38.0674,-116.8819,1.154
0.239,22,4.84,2.05,1021.0,3.31,34.0281,-122.7183,1.49
0.247,13,6.29,3.57,3688.0,3.37,36.6806,-121.3235,1.473
0.208,29,6.7,3.6,231.0,2.49,38.5512,-121.0807,1.565
0.315,50,5.49,3.0,3616.0,2.83,40.9141,-114.8749,0.783
0.292,31,5.62,2.36,2803.0,2.41,36.4792,-123.0553,1.008
0.135,11,3.78,1.91,1356.0,3.37,39.1437,-120.6012,0.67
0.321,47,4.78,2.35,3145.0,3.04,37.266,-114.4272,1.186
0.215,40,6.41,3.61,1743.0,2.18,39.2173,-115.7339,1.166
0.352,23,5.56,2.72,4754.0,2.99,39.9954,-117.4601,1.17
0.19,8,5.87,2.58,2192.0,2.49,37.5402,-118.7362,1.409
0.3,21,5.63,2.62,3792.0,4.02,33.0805,-115.6933,1.102
0.269,41,7.69,3.7,1484.0,3.63,40.8163,-114.5628,1.718
0.331,29,5.07,2.84,4200.0,2.91,38.2094,-114.7972,1.233
0.311,10,7.11,3.49,1586.0,3.06,38.2061,-117.7892,1.805
0.272,8,5.63,2.65,2638.0,3.71,37.3399,-116.8573,1.232
0.174,49,7.19,3.78,4047.0,2.88,34.1527,-116.3593,0.793
0.177,23,4.28,1.92,4645.0,3.53,37.1187,-116.0019,0.578
0.242,35,5.68,2.5,3808.0,4.03,37.5998,-116.8027,0.653
0.296,19,5.11,2.56,3403.0,2.66,36.1458,-122.6105,1.398
0.24,5,5.64,2.51,,4.15,33.9165,-116.5244,1.605
0.37,21,6.72,3.23,2149.0,3.95,39.7413,-120.401,2.161
0.27,35,5.88,2.52,3496.0,3.17,36.8376,-122.4021,1.234
0.212,17,6.72,2.68,2958.0,2.69,39.1563,-123.4234,1.174
0.27,31,4.83,2.57,2705.0,3.17,32.9463,-121.9767,1.012
0.322,22,4.68,2.08,1703.0,2.83,37.2916,-119.1686,1.268
0.333,17,5.52,2.34,1884.0,2.45,33.2009,-121.9078,1.609
0.574,13,5.46,2.87,793.0,3.37,39.4686,-117.5079,2.781
0.235,14,5.31,2.68,3658.0,2.28,38.0191,-114.3739,1.027
0.29,13,4.54,2.29,306.0,2.76,36.7882,-124.0375,0.78
0.345,36,6.7,3.23,758.0,2.77,41.742,-123.1281,1.98
0.295,17,5.14,2.53,1606.0,2.04,35.5972,-121.9035,1.466
0.25,38,6.93,3.36,877.0,3.46,36.5175,-116.0542,1.391
0.173,16,5.51,2.43,3798.0,2.84,39.5065,-121.6517,0.532
0.249,17,6.15,3.57,806.0,3.91,37.488,-122.489,1.13
0.204,47,6.06,3.18,2391.0,2.83,38.756,-122.8949,0.615
0.162,44,4.68,2.09,3717.0,2.72,41.7747,-122.9259,0.264
0.225,21,5.87,2.65,3027.0,2.37,39.1089,-116.9419,0.973
0.206,14,7.43,3.93,3039.0,3.03,33.9317,-117.0647,0.982
0.365,36,5.75,2.6,1851.0,3.03,34.4888,-121.2331,2.185
0.367,4,6.4,2.71,2360.0,3.52,40.7636,-119.7809,2.458
0.217,23,6.19,2.96,3881.0,3.05,32.9558,-117.904,1.136
0.271,30,5.81,3.06,2485.0,4.47,37.3372,-114.2619,1.172
0.155,34,5.69,2.5,3559.0,3.32,41.1066,-116.697,1.224
0.25,6,6.05,2.47,4172.0,2.31,39.8742,-116.0682,1.838
0.342,1,6.26,3.26,1375.0,2.25,33.5988,-114.2338,1.672
0.397,14,4.15,1.97,784.0,3.37,39.5344,-120.4985,1.646
0.232,6,5.75,2.48,2423.0,2.29,36.1297,-123.7745,1.272
0.43,26,5.32,2.5,2039.0,3.42,41.0622,-116.6576,1.68
0.175,46,5.11,2.92,919.0,3.63,37.9416,-123.2285,0.594
0.192,15,6.8,3.11,3848.0,3.64,37.7133,-119.8947,1.142
0.381,23,4.77,2.5,3195.0,2.39,32.5828,-116.7471,1.448
0.534,11,4.11,2.22,3357.0,3.65,34.8717,-118.6373,1.909
0.353,3,6.3,3.59,3603.0,3.23,36.4212,-120.645,2.217
0.293,36,4.08,1.74,2288.0,2.57,39.3772,-119.0993,0.681
0.138,13,3.57,1.85,2649.0,2.89,37.4405,-121.9251,0.817
0.146,28,6.41,2.96,1276.0,3.33,40.5991,-123.7215,0.635
0.311,35,5.66,2.55,3710.0,2.53,32.8263,-120.1689,1.285
0.262,42,5.97,2.8,4742.0,3.21,35.5674,-123.8877,1.28
0.202,10,5.06,2.34,4394.0,4.01,38.1771,-114.2136,1.079
0.304,30,4.12,1.89,2158.0,3.67,38.7582,-119.7998,0.929
0.31,46,4.31,2.03,439.0,3.06,37.2729,-115.2351,1.095
0.414,25,5.23,2.68,4413.0,3.16,36.2891,-114.5062,2.015
0.312,3,4.23,2.19,2959.0,2.62,33.1798,-119.7816,1.085
0.457,14,5.81,2.79,3933.0,2.64,39.1143,-120.0862,2.156
0.298,40,5.04,2.43,1644.0,1.92,41.0854,-115.119,1.398
0.286,40,5.69,2.6,4335.0,3.18,40.184,-124.1358,0.941
0.432,16,5.66,2.44,4223.0,3.48,39.1617,-119.3844,2.359
0.211,10,5.89,2.71,281.0,2.95,38.5245,-121.6795,1.972
0.796,15,6.0,3.1,2911.0,2.39,39.8344,-116.596,3.68
0.339,13,5.16,3.1,2491.0,3.05,39.879,-115.7144,1.775
0.34,38,5.68,2.92,,3.94,32.5659,-117.99,0.765
0.357,43,5.74,3.13,1445.0,3.63,35.8996,-120.2272,1.025
0.574,3,3.07,1.57,670.0,2.98,40.7465,-118.6725,1.92
0.392,38,6.15,2.86,1515.0,4.43,40.5824,-118.4715,1.537
0.17,38,5.65,2.67,2721.0,4.89,39.2446,-117.8311,0.905
0.486,31,6.06,2.45,1495.0,2.66,35.4362,-114.817,1.302
0.264,44,4.21,1.92,2427.0,2.83,40.0802,-121.8842,0.95
0.309,2,5.18,2.09,2068.0,3.49,34.6998,-122.3835,1.511
0.19,35,4.41,1.97,3531.0,2.36,34.6289,-122.5026,0.411
0.357,7,6.24,2.69,2171.0,3.59,37.5895,-117.1788,2.473
0.237,45,4.09,2.02,893.0,3.07,37.9277,-114.9987,0.613
0.308,25,4.57,2.42,3243.0,3.26,35.8376,-121.0687,0.6
0.269,5,6.03,3.0,1220.0,2.6,38.2359,-120.0829,1.707
0.583,38,4.87,2.32,1641.0,2.45,39.2366,-114.334,2.193
0.595,38,4.57,2.32,3592.0,1.61,34.2121,-122.9746,1.859
0.302,24,6.41,3.37,1509.0,4.04,35.2418,-115.2647,2.238
0.304,16,6.45,2.95,496.0,3.66,39.1485,-114.4275,1.794
0.261,1,6.22,3.28,1930.0,3.47,41.3089,-116.1052,1.859
0.438,46,6.35,3.54,2062.0,3.24,40.9022,-120.9677,1.902
0.265,10,5.27,2.81,3495.0,1.39,33.7316,-117.6374,1.575
0.257,43,5.3,,3603.0,2.47,37.9124,-121.4401,0.768
0.419,30,4.85,2.55,200.0,2.82,40.1017,-123.2312,1.352
0.246,35,5.67,2.76,3833.0,2.24,34.7546,-123.3726,1.193
0.293,35,4.97,2.24,3785.0,1.81,38.6103,-124.4019,1.116
0.171,43,5.07,2.29,1032.0,2.32,36.5626,-114.2273,0.913
0.38,2,6.1,3.1,1827.0,3.03,38.7959,-117.6217,1.808
0.586,50,6.68,3.63,3880.0,3.03,32.805,-121.127,2.466
0.383,3,5.9,2.97,2965.0,3.64,35.4731,-118.4197,1.397
0.496,50,7.29,3.27,1829.0,4.44,35.4196,-117.9997,2.149
0.221,14,4.79,2.1,3855.0,3.48,36.4774,-122.5792,0.732
0.323,43,3.66,1.69,3231.0,2.88,33.5881,-121.4669,0.936
0.214,5,6.21,2.66,2652.0,4.26,36.6479,-118.7536,1.188
0.275,24,4.73,1.93,229.0,1.89,37.6442,-115.6822,0.82
0.39,28,5.23,2.61,3306.0,1.54,32.7533,-123.1393,1.314
0.308,48,3.73,1.56,,2.38,35.3587,-115.4875,1.02
0.181,7,4.6,2.25,4615.0,3.57,34.1843,-118.1056,0.806
0.188,2,4.0,1.74,1107.0,3.12,41.7355,-119.3586,0.759
0.183,33,5.07,2.26,343.0,2.21,33.7371,-122.9886,1.125
0.353,3,5.11,3.0,2005.0,2.49,38.4604,-118.726,2.093
0.612,39,5.59,2.93,1877.0,2.13,36.3176,-120.7869,2.626
0.479,2,6.74,3.63,1890.0,2.13,35.2296,-122.5158,1.823
0.153,49,6.18,3.54,4648.0,4.09,40.6137,-115.2603,0.533
0.489,27,3.88,1.7,1517.0,2.9,38.8088,-119.664,1.591
0.413,48,6.11,2.43,4219.0,4.24,38.3929,-123.6626,0.969
0.173,7,5.61,2.74,981.0,2.38,33.3897,-121.3275,0.74
0.267,14,5.4,2.38,3160.0,3.34,34.9602,-122.5942,1.499
0.436,23,5.48,2.29,827.0,3.16,35.1267,-114.6379,1.99
0.36,2,5.7,2.66,1300.0,3.62,36.6266,-121.9478,1.91
0.188,6,4.81,2.3,910.0,3.18,41.2539,-119.1828,0.882
0.368,17,5.32,2.59,1786.0,3.69,36.3347,-116.672,1.953
0.141,37,6.68,3.03,2407.0,3.39,35.6162,-122.8356,0.443
0.275,36,4.8,2.11,4318.0,2.24,33.1739,-119.9064,0.603
0.443,5,4.47,2.04,3830.0,3.51,36.1571,-117.6405,1.605
0.299,3,5.44,2.49,3551.0,2.93,32.9974,-115.2395,0.985
0.25,33,4.37,2.09,2546.0,2.46,35.9694,-117.6319,0.561
0.406,18,3.78,2.12,1571.0,3.49,41.694,-123.6591,1.73
0.418,40,5.16,2.26,1623.0,3.65,37.7826,-121.1236,1.329
0.47,15,6.95,3.77,834.0,2.66,34.4843,-120.8152,2.692
0.404,19,5.46,2.46,3390.0,2.75,35.3426,-120.4231,1.886
0.434,11,5.68,2.52,3947.0,2.03,37.9254,-114.613,
0.384,14,3.37,1.8,2829.0,1.74,32.6832,-124.1251,0.783
0.326,36,5.94,3.0,2965.0,2.83,41.0459,-121.3272,1.376
0.307,24,,2.22,1987.0,3.55,37.9923,-119.3292,0.798
0.274,33,4.84,2.32,4824.0,2.6,37.1767,-123.5928,0.713
0.195,4,5.68,3.06,4460.0,4.0,39.3042,-119.4229,1.096
0.213,27,5.67,2.51,2151.0,2.86,34.4025,-123.3751,1.301
0.269,23,4.44,2.28,3824.0,2.86,32.7056,-115.7033,0.859
0.324,46,5.83,3.4,1875.0,2.8,38.3446,-121.6641,1.067
0.492,22,6.7,3.04,794.0,3.69,34.02,-119.0084,2.253
0.293,6,5.27,2.75,1595.0,2.33,32.6163,-118.0077,1.311
0.422,35,4.63,2.14,4205.0,2.91,41.3247,-121.2899,1.552
0.434,8,5.32,2.75,2513.0,2.62,39.99,-120.8112,2.021
0.274,46,6.35,2.84,4353.0,2.61,33.5849,-119.1396,1.061
0.366,20,4.27,2.0,1749.0,3.02,41.0153,-116.0429,1.567
0.273,40,6.08,3.84,2407.0,2.92,33.142,-119.7467,1.096
0.472,33,4.82,2.22,551.0,3.74,40.1284,-119.3456,1.415
0.371,24,5.74,2.81,3948.0,2.99,36.4375,-118.2434,1.204
0.196,30,4.94,2.07,1698.0,3.39,37.4227,-120.0353,1.036
0.315,10,4.93,2.26,637.0,3.12,38.8491,-116.8762,1.101
0.529,4,7.02,3.12,1250.0,3.98,33.4382,-124.4485,2.75
0.279,39,4.09,2.09,3394.0,2.79,41.1237,-119.4283,0.726
0.348,48,5.99,3.08,4113.0,2.79,33.8646,-114.8083,0.918
0.36,44,7.23,3.45,4783.0,3.52,41.4451,-118.033,1.087
0.207,16,6.19,3.05,1330.0,2.78,33.3691,-119.3928,0.881
0.356,18,4.17,1.76,3034.0,3.35,34.1341,-116.3937,0.722
0.183,18,4.22,2.04,2402.0,4.64,33.0468,-120.3735,0.918
0.239,36,4.75,2.56,3633.0,2.31,36.279,-119.5939,0.864
0.433,32,5.66,2.92,3429.0,4.07,38.1132,-122.4508,1.47
0.337,40,5.73,2.5,537.0,2.66,38.4382,-123.1959,1.078
0.267,48,4.23,2.05,916.0,3.94,40.3709,-124.232,1.174
0.348,20,4.63,2.25,3032.0,3.48,37.5196,-116.8192,1.437
0.291,34,4.69,2.03,2750.0,3.42,37.3461,-119.584,0.841
0.299,26,5.32,2.77,4451.0,2.89,35.5984,-114.6368,1.465
0.374,48,7.48,4.53,4266.0,2.82,38.6855,-122.6434,1.663
0.231,18,4.57,2.37,480.0,2.49,41.131,-121.9382,1.171
0.302,10,4.52,2.11,3003.0,3.0,35.8754,-117.7934,0.923
0.267,19,4.37,2.13,2151.0,2.87,35.8854,-123.9267,0.599
0.171,31,6.14,3.43,2515.0,3.13,35.7616,-119.2142,0.365
0.215,48,5.46,2.37,511.0,2.01,34.6604,-123.2024,1.529
0.515,42,4.6,2.16,4226.0,3.02,37.8838,-122.8053,1.344
0.34,1,5.14,2.36,993.0,3.88,33.503,-119.123,1.728
0.187,26,4.71,2.16,4746.0,3.66,40.4306,-118.5248,0.769
0.173,8,5.8,3.15,4670.0,3.02,33.8087,-122.2736,0.898
0.286,19,8.18,3.79,4140.0,4.79,34.1523,-121.652,1.711
0.513,48,6.05,2.65,764.0,2.6,33.1515,-121.5169,2.071
0.279,50,5.41,2.32,2160.0,2.94,36.1228,-123.011,1.153
0.47,8,4.84,2.15,314.0,1.98,39.6976,-114.3599,1.757
0.336,8,4.16,1.89,3136.0,2.72,41.1459,-117.2319,1.167
0.351,35,6.23,3.56,4348.0,4.25,36.6257,-123.3362,0.711
0.186,21,6.18,2.95,2727.0,2.74,34.7338,-120.7498,0.474
0.413,22,5.03,2.64,310.0,1.93,39.3937,-122.6877,1.375
0.264,44,6.71,2.85,1655.0,3.61,39.0374,-122.0389,1.566
0.402,47,5.52,2.37,1017.0,3.27,38.9756,-114.6355,1.489
0.224,46,6.27,3.29,2289.0,3.58,36.7125,-123.0641,1.164
0.316,40,5.8,2.77,1984.0,2.79,37.8703,-115.262,1.419
0.336,50,5.32,2.48,4180.0,2.3,33.0887,-115.6607,1.121
0.282,36,4.55,1.99,1261.0,2.87,34.8751,-116.6915,0.74
0.343,45,5.35,3.03,1642.0,3.39,41.306,-119.2844,1.277
0.271,28,6.34,3.82,1340.0,2.95,32.8969,-121.7871,1.414
0.237,3,4.99,2.37,4469.0,3.27,35.3652,-115.7747,1.738
0.522,41,5.94,3.73,1613.0,2.62,34.6531,-115.7422,1.941
0.429,47,4.42,2.07,4958.0,3.3,33.7373,-118.9842,1.368
0.228,16,6.28,2.83,3398.0,3.0,41.2813,-124.0001,1.216
0.363,22,5.81,2.48,1672.0,2.51,33.696,-122.4739,1.499
0.229,29,4.3,2.18,3051.0,3.1,37.149,-123.9111,1.021
0.196,33,5.28,2.47,789.0,2.73,40.4753,-122.6117,1.499
0.427,34,6.43,2.88,4538.0,3.43,32.5368,-119.1616,1.867
0.164,20,4.24,2.27,4794.0,3.61,33.531,-115.5312,0.282
0.411,43,4.43,1.94,1609.0,3.35,35.748,-117.641,1.485
0.272,41,5.43,2.52,1021.0,1.86,33.9014,-118.1905,1.203
0.276,48,7.63,3.86,2256.0,2.32,34.2353,-116.6465,2.058
0.343,29,4.83,2.27,3903.0,2.55,38.116,-117.7809,1.422
0.364,4,6.0,2.89,3208.0,2.44,34.121,-119.844,1.533
0.223,43,5.76,2.55,387.0,2.62,38.569,-115.9387,1.414
0.382,4,4.91,2.42,239.0,3.65,41.1974,-121.2431,2.06
0.309,10,5.66,2.64,1330.0,3.49,34.6796,-114.7548,1.868
0.192,15,5.05,2.56,3821.0,2.7,34.5167,-123.28,0.983
0.28,10,5.14,2.69,1448.0,3.41,32.6082,-117.8044,1.651
0.482,37,3.84,1.8,4493.0,3.23,32.6393,-119.2446,1.434
0.535,23,5.48,2.85,1626.0,2.98,36.268,-120.0295,2.136
0.382,11,6.4,2.83,4484.0,3.8,37.1459,-119.988,1.893
0.196,1,5.56,2.51,4612.0,2.54,34.2367,-124.0568,1.033
0.353,11,6.59,3.38,3693.0,3.04,35.5684,-116.6091,1.883
0.4,35,6.08,2.84,1041.0,2.26,33.8329,-120.8004,1.823
0.383,40,5.44,2.8,545.0,2.3,38.9718,-119.4953,1.46
0.391,15,4.87,2.74,1033.0,2.05,36.2329,-115.6003,1.59
0.338,4,5.01,2.53,3237.0,2.31,39.4762,-118.4404,1.499
0.29,28,4.03,1.93,3520.0,3.06,37.728,-115.5599,0.347
0.24,40,5.23,2.37,4930.0,2.79,36.0843,-123.0607,1.069
0.153,4,5.65,2.65,4771.0,2.81,38.4505,-121.5409,0.984
0.335,40,7.22,3.16,1677.0,2.79,32.5681,-122.1067,1.535
0.317,9,6.03,3.17,2068.0,4.24,39.0585,-115.1935,1.817
0.361,13,4.64,2.29,3907.0,2.2,36.025,-116.2936,1.211
0.186,32,4.06,1.67,3911.0,2.13,37.379,-115.7419,0.36
0.373,3,5.29,3.09,1705.0,2.41,37.4724,-118.5288,1.862
0.61,16,6.31,3.14,348.0,2.95,37.8049,-122.1821,3.326
0.306,7,5.28,2.8,663.0,3.36,39.1727,-120.5415,1.643
0.291,11,6.04,2.93,4155.0,3.43,33.5511,-118.7218,1.18
0.331,39,5.32,2.64,1872.0,3.66,37.1453,-124.3007,1.179
0.606,12,6.22,2.8,3672.0,2.92,33.29,-117.7838,2.952
0.208,3,3.9,1.81,4044.0,2.72,34.7245,-115.5239,0.934
0.319,11,7.1,3.86,4503.0,4.14,34.298,-121.0808,1.98
0.225,5,4.39,2.21,,1.05,38.1877,-117.3622,1.138
0.246,32,6.29,3.0,3259.0,3.04,38.2579,-119.4226,1.376
0.292,49,5.23,2.33,1138.0,3.3,40.3935,-124.4582,1.702
0.476,9,5.38,2.08,4718.0,4.31,37.4575,-121.5181,1.589
0.558,37,5.26,2.35,4439.0,1.84,39.5744,-118.9575,2.688
0.348,19,5.76,3.03,2071.0,2.71,40.9462,-116.8885,1.885
0.261,4,5.96,2.86,1962.0,2.05,33.7686,-120.2786,2.275
0.711,35,6.56,3.07,3716.0,1.74,39.3492,-122.5444,2.703
0.256,11,6.91,3.46,,2.86,35.6154,-123.859,1.68
0.243,26,5.83,2.66,3682.0,3.58,35.1416,-116.9957,1.132
0.16,26,7.21,4.38,633.0,3.84,41.6483,-120.6671,1.374
0.485,30,5.59,2.53,1489.0,2.63,34.4613,-117.7054,2.161
0.417,7,6.58,3.28,3945.0,3.47,41.1883,-122.1716,2.195
0.693,13,5.93,2.85,4618.0,2.86,40.3253,-116.5758,3.106
0.183,37,4.95,2.07,324.0,3.39,40.847,-120.8839,0.802
0.495,47,5.68,3.07,3940.0,3.81,38.0668,-123.9501,1.59
0.305,1,6.0,2.79,532.0,2.86,38.0547,-119.1425,1.93
0.394,21,5.47,2.42,4358.0,3.75,36.3245,-116.8198,1.427
0.167,45,5.91,2.77,1415.0,2.15,36.3087,-114.7088,0.711
0.497,15,6.37,3.58,1940.0,3.46,40.5813,-114.306,1.909
0.392,23,5.48,2.31,3641.0,3.72,36.1837,-119.7076,1.629
0.293,46,2.56,1.24,4238.0,3.65,37.1236,-118.0753,0.2
0.373,49,7.18,3.6,2189.0,2.17,41.9657,-118.6492,1.713
0.227,33,5.2,2.55,1711.0,2.86,35.866,-118.8978,0.623
0.243,35,4.68,2.31,4903.0,3.21,40.3146,-123.2973,0.706
0.253,31,4.38,2.35,4829.0,3.31,35.1334,-117.4559,0.967
0.155,15,5.16,2.42,2715.0,3.08,32.7382,-114.3647,0.621
0.402,45,4.94,2.49,314.0,4.0,38.1376,-123.1686,1.2
0.451,2,4.76,2.13,4851.0,2.09,37.0538,-121.2255,2.017
0.233,3,4.82,2.19,3172.0,2.83,39.9734,-123.691,1.416
0.336,31,6.03,2.49,2853.0,1.82,32.5394,-120.2708,1.622
0.271,42,7.53,3.66,738.0,3.43,33.1703,-119.4424,1.378
0.334,41,6.32,3.26,4967.0,3.39,40.6669,-120.7408,1.099
0.239,34,6.62,3.67,3649.0,5.34,37.0679,-119.4959,0.992
0.218,19,5.12,2.02,1245.0,3.72,37.3105,-116.0688,1.089
0.43,18,5.6,2.51,1945.0,3.23,34.6385,-122.2538,1.407
0.291,22,5.93,3.02,1849.0,3.18,41.2963,-116.5413,1.122
0.603,13,4.84,1.98,4379.0,2.78,41.187,-116.1705,2.634
0.302,21,5.07,2.14,2482.0,3.09,37.4086,-118.3981,1.355
0.215,6,6.35,3.47,4388.0,3.19,34.5693,-121.1891,1.558
0.457,16,6.59,3.38,3502.0,1.62,41.8365,-114.6667,2.468
0.371,48,5.57,2.68,1966.0,3.14,40.9783,-120.679,1.299
0.383,36,4.3,2.28,2147.0,3.07,37.4534,-123.9758,1.156
0.451,8,5.2,2.5,4087.0,4.23,38.4508,-123.0711,2.161
0.237,15,4.06,1.81,2597.0,2.91,36.6768,-115.1383,1.137
0.284,13,5.58,3.05,3469.0,2.46,34.4575,-122.9252,1.595
0.28,15,5.76,2.67,789.0,3.19,38.9738,-119.8024,1.496
0.189,35,5.23,2.24,2247.0,3.05,38.8568,-117.2343,0.837
0.271,45,5.74,2.63,2969.0,2.91,37.6996,-118.4767,0.953
0.475,36,5.92,2.84,1847.0,2.1,40.2372,-117.6396,1.967
0.323,25,5.76,2.93,4269.0,2.89,36.7924,-120.8374,1.123
0.186,9,4.3,1.9,1209.0,2.59,40.6787,-117.5465,0.921
0.172,8,5.25,2.81,4277.0,2.85,34.5617,-124.4046,0.798
0.532,41,5.91,2.75,503.0,3.51,41.6372,-121.7359,2.11
0.288,34,7.08,3.36,2250.0,2.53,34.4483,-123.2022,1.744
0.237,26,5.23,2.25,2683.0,2.85,34.0211,-119.7197,0.6
0.27,29,6.05,3.05,1417.0,3.38,38.2323,-122.9689,1.429
0.177,43,6.38,3.19,2792.0,2.81,33.3843,-118.7526,0.512
0.489,41,5.3,2.86,4524.0,4.83,34.0953,-122.603,1.387
0.259,5,6.65,3.04,2331.0,3.17,39.4258,-120.1502,1.376
0.48,20,6.7,3.33,2787.0,2.13,35.4274,-123.7207,2.442
0.303,3,6.88,3.57,4762.0,2.41,40.1012,-119.8802,0.99
0.49,20,5.96,3.06,4633.0,2.34,33.9778,-116.0162,2.065
0.325,32,7.86,3.56,265.0,2.42,36.1604,-121.1725,1.99
0.401,11,4.88,2.6,3684.0,3.38,36.1697,-117.0837,1.284
0.382,8,7.62,4.02,4281.0,2.23,37.0638,-120.0271,2.18
0.37,25,6.27,2.75,4723.0,2.77,36.3987,-122.0408,
0.336,27,6.84,3.31,4043.0,3.8,36.1745,-121.3135,1.597
0.274,36,5.18,2.26,597.0,2.64,35.6202,-121.3229,0.799
0.581,1,6.34,3.13,3842.0,3.47,32.6439,-116.705,3.33
0.216,13,6.93,3.3,4253.0,1.82,38.3576,-122.3902,1.539
0.298,39,4.41,,2719.0,2.74,36.9982,-114.2334,0.995
0.299,35,5.34,2.24,300.0,2.38,36.0462,-117.2814,1.035
0.342,45,3.36,1.42,1113.0,3.21,34.5084,-120.2879,0.816
0.256,41,5.32,2.28,1520.0,2.28,40.9682,-114.021,0.96
0.332,42,4.68,2.37,4341.0,4.45,34.76,-122.2302,1.035
0.28,26,5.28,2.78,803.0,1.85,41.2488,-116.4894,1.388
0.171,48,8.42,3.74,3774.0,3.8,34.564,-121.6552,1.098
0.298,21,7.22,3.04,1060.0,3.61,41.7285,-118.7926,1.918
0.202,46,4.06,1.74,4197.0,3.22,36.4886,-123.9286,0.365
0.162,20,6.06,2.88,254.0,3.04,37.5608,-115.6122,1.176
0.312,23,6.3,2.81,1331.0,4.3,35.3387,-120.6554,1.43
0.353,35,5.16,2.3,687.0,4.73,41.4222,-118.3629,1.138
0.358,20,5.68,2.67,2860.0,2.85,35.1844,-114.7635,2.131
0.363,8,5.78,2.7,3948.0,3.11,39.437,-124.1824,1.825
0.151,45,4.15,1.96,2196.0,2.61,32.6947,-114.3358,0.897
0.185,23,4.47,2.3,2761.0,2.18,37.8078,-118.9856,
0.593,47,5.67,2.89,3270.0,3.32,39.545,-116.3022,2.87
0.206,20,5.6,2.86,2383.0,3.17,36.9733,-119.533,1.05
0.368,49,4.79,2.69,3812.0,1.87,38.6115,-115.933,1.389
0.234,31,4.71,2.21,1562.0,3.32,39.7965,-115.2541,0.929
0.306,39,5.41,2.59,1033.0,3.2,37.2523,-120.4924,1.311
0.238,38,6.39,2.84,1099.0,2.58,34.5719,-116.9124,1.172
0.362,11,5.42,2.31,1035.0,2.53,36.2693,-114.0145,1.608
0.312,41,7.12,3.01,,3.3,39.4424,-116.5501,1.977
0.254,48,4.8,2.02,409.0,4.13,35.0754,-114.4528,0.912
0.206,34,5.69,2.92,453.0,3.28,38.5043,-116.7655,1.262
0.327,48,5.15,2.84,954.0,3.55,33.9088,-121.0362,1.432
0.194,43,6.09,2.66,3243.0,2.42,41.3378,-115.8149,1.244
0.345,34,4.72,1.99,1352.0,2.71,38.2283,-117.5034,1.431
0.746,24,7.43,3.08,3005.0,3.43,36.9486,-124.1528,3.155
0.477,43,3.81,1.73,548.0,2.05,40.2095,-122.6894,1.384
0.382,10,7.22,4.24,4042.0,3.15,40.0731,-121.7566,1.995
0.289,29,5.59,2.57,1907.0,3.35,33.4246,-116.6926,1.279
0.151,41,6.05,2.74,2317.0,2.97,35.4171,-116.1301,1.1
0.187,48,6.83,2.91,3440.0,3.22,36.8565,-115.8177,1.196
0.466,14,6.36,2.66,4988.0,3.04,35.7351,-123.7942,2.083
0.226,5,4.77,2.09,4006.0,2.56,35.5144,-123.7424,1.765
0.233,17,6.1,3.08,2126.0,2.18,35.8458,-121.3558,1.159
0.281,44,7.37,3.89,1859.0,2.94,33.8495,-117.3469,1.332
0.205,27,4.61,2.09,1825.0,3.91,33.6345,-115.6571,0.496
0.194,3,7.62,3.92,602.0,3.72,34.973,-115.3716,1.111
0.292,6,5.89,2.46,1821.0,2.76,33.1658,-122.3211,1.26
0.218,17,5.07,2.88,3844.0,2.74,37.3471,-116.4421,1.193
0.229,18,4.61,2.08,1525.0,2.69,33.9548,-117.7719,1.241
0.226,7,5.28,2.44,2077.0,2.69,33.1419,-114.7693,0.929
0.357,25,3.54,1.72,532.0,3.2,40.4529,-116.385,1.235
0.274,24,5.08,2.66,1406.0,3.74,38.0813,-118.9495,1.434
0.279,10,5.24,3.1,529.0,4.58,41.0344,-116.2765,0.794
0.366,12,4.43,2.22,2459.0,2.42,41.8422,-121.2631,1.982
0.283,34,6.25,,1625.0,3.46,38.1385,-116.2455,1.656
0.27,48,5.28,2.27,4855.0,3.38,40.0618,-116.2977,1.048
0.351,50,4.86,2.5,3030.0,2.77,34.0156,-115.5203,1.406
0.376,28,5.17,2.36,1988.0,2.28,39.1345,-121.9548,0.918
0.282,2,5.86,3.18,2780.0,3.19,37.7208,-115.5855,1.425
0.306,45,5.57,2.54,4805.0,4.48,38.9257,-122.725,1.404
0.226,48,4.8,2.9,1066.0,3.19,33.4949,-116.3951,0.705
0.22,14,5.63,2.23,1415.0,2.45,41.3902,-114.7359,1.473
